class_name	major	category
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Mechanika płynów	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Programowanie sterowników PLC i robotów przemysłowych i maszyn CNC	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metalurgia i odlewnictwo stopów żelaza z węglem	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Projektowanie i modernizacja zakładów przetwórczych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Konstrukcja odlewów	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Komputerowe wspomaganie procesu zarządzania jakością	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metody eksploracji danych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Maszyny i urządzenia w procesach wytwarzania	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Mikroskopia elektronowa	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metalowe materiały amorficzne	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Piece i urządzenia cieplne	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metalurgia proszków	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Eksploatacja maszyn	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Analiza termiczna	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Badania nieniszczące	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Materiały kompozytowe	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Tworzywa sztuczne i ich przetwórstwo	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metody spektroskopowe badania materiałów	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Planowanie i zarządzanie produkcją	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Ciągłe odlewanie stali	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Praktyka zawodowa	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metalurgia i odlewnictwo metali nieżelaznych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Mikroskopia i analiza struktury	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Zintegrowane systemy zarządzania	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Badania defektoskopowe	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Inżynieria powierzchni	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Technologia antykorozyjna	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Bazy danych programowanie bazodanowe	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie i optymalizacja zużycia energii elektrycznej	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Techniki generatywne	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie i symulacja przepływów	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie i symulacja naprężeń mechanicznych w odlewach	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie i symulacja procesów korozyjnych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Projekt dyplomowy	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Seminarium dyplomowe	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Metale i stopy dla lotnictwa	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Odlewnictwo wyrobów precyzyjnych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie obróbki cieplnej odlewów	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Modelowanie struktury	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Wielkogabarytowe odlewy specjalnego przeznaczenia	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Wady komponentów odlewanych	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Odlewnictwo ciśnieniowe	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Corrosion and corrosion protection	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Selected Problems in Surface Engineering	Inżynieria materiałowa	Komputerowe Wspomaganie Procesów Inżynierskich
Biologia i genetyka	Inżynieria biomedyczna	Inżynieria Biomedyczna
Chemia	Inżynieria biomedyczna	Inżynieria Biomedyczna
Fizyka I	Inżynieria biomedyczna	Inżynieria Biomedyczna
Matematyka I	Inżynieria biomedyczna	Inżynieria Biomedyczna
Statystyka i rachunek prawdopodobieństwa	Inżynieria biomedyczna	Inżynieria Biomedyczna
Programowanie komputerów	Inżynieria biomedyczna	Inżynieria Biomedyczna
Biocybernetyka	Inżynieria biomedyczna	Inżynieria Biomedyczna
Propedeutyka nauk medycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Analiza danych pomiarowych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Chemia organiczna	Inżynieria biomedyczna	Inżynieria Biomedyczna
Elektronika praktyczna	Inżynieria biomedyczna	Inżynieria Biomedyczna
Fizyka II	Inżynieria biomedyczna	Inżynieria Biomedyczna
Matematyka II	Inżynieria biomedyczna	Inżynieria Biomedyczna
Algorytmy i struktury danych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy elektrotechniki	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Materiałoznawstwo	Inżynieria biomedyczna	Inżynieria Biomedyczna
Mechanika i wytrzymałość	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy fizjologii	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy metrologii	Inżynieria biomedyczna	Inżynieria Biomedyczna
Matematyka III	Inżynieria biomedyczna	Inżynieria Biomedyczna
Laboratorium z fizyki	Inżynieria biomedyczna	Inżynieria Biomedyczna
Zarys anatomii	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język francuski B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Planowanie eksperymentu i analiza wariancji	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy metod komputerowych w obliczeniach inżynierskich	Inżynieria biomedyczna	Inżynieria Biomedyczna
Polimerowe wyroby medyczne jednorazowego użytku	Inżynieria biomedyczna	Inżynieria Biomedyczna
Biomateriały	Inżynieria biomedyczna	Inżynieria Biomedyczna
Cyfrowe przetwarzanie sygnałów	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria biomedyczna	Inżynieria Biomedyczna
Zintegrowane systemy pomiarowe wielkości nieelektrycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Sensory i pomiary wielkości nieelektrycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Projektowanie z wykorzystaniem metody elementów skończonych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Projektowanie wspomagane komputerem	Inżynieria biomedyczna	Inżynieria Biomedyczna
Elementy biochemii	Inżynieria biomedyczna	Inżynieria Biomedyczna
Biofizyka	Inżynieria biomedyczna	Inżynieria Biomedyczna
Wizualizacja danych medycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Fizyka medyczna	Inżynieria biomedyczna	Inżynieria Biomedyczna
Mikroelektronika	Inżynieria biomedyczna	Inżynieria Biomedyczna
Automatyka i robotyka	Inżynieria biomedyczna	Inżynieria Biomedyczna
Biomechanika inżynierska	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy graficznych języków programowania	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy przetwarzania obrazów cyfrowych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Programowanie obiektowe	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy programowania obiektowego	Inżynieria biomedyczna	Inżynieria Biomedyczna
Implanty i sztuczne narządy	Inżynieria biomedyczna	Inżynieria Biomedyczna
Techniki obrazowania medycznego	Inżynieria biomedyczna	Inżynieria Biomedyczna
Praktyka zawodowa	Inżynieria biomedyczna	Inżynieria Biomedyczna
Elektroniczna aparatura medyczna	Inżynieria biomedyczna	Inżynieria Biomedyczna
Kryptografia i bezpieczeństwo systemów informatycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Ergonomia i BHP	Inżynieria biomedyczna	Inżynieria Biomedyczna
Chemometria	Inżynieria biomedyczna	Inżynieria Biomedyczna
Conventional open and minimally invasive surgical methods	Inżynieria biomedyczna	Inżynieria Biomedyczna
Nanomedicine	Inżynieria biomedyczna	Inżynieria Biomedyczna
Transport medyczny	Inżynieria biomedyczna	Inżynieria Biomedyczna
Programowanie mikrokontrolerów w języku C/C++	Inżynieria biomedyczna	Inżynieria Biomedyczna
Aplikacje Mobilne w Medycynie	Inżynieria biomedyczna	Inżynieria Biomedyczna
Szkła i materiały szkło-ceramiczne do zastosowania w medycynie	Inżynieria biomedyczna	Inżynieria Biomedyczna
Eksploatacja i niezawodność obiektów technicznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Polimery biomedyczne i specjalne	Inżynieria biomedyczna	Inżynieria Biomedyczna
Inteligentne układy sterowania w inżynierii biomedycznej	Inżynieria biomedyczna	Inżynieria Biomedyczna
Historia medycyny	Inżynieria biomedyczna	Inżynieria Biomedyczna
Wstęp do filozofii przyrody	Inżynieria biomedyczna	Inżynieria Biomedyczna
Zarządzanie projektami	Inżynieria biomedyczna	Inżynieria Biomedyczna
Rozwiązywanie problemów badawczych z wykorzystaniem nowoczesnych/inteligentnych metod obliczeniowych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Pomysły, dofinansowanie, realizacja. Innowacyjność w praktyce.	Inżynieria biomedyczna	Inżynieria Biomedyczna
Seminarium dyplomowe	Inżynieria biomedyczna	Inżynieria Biomedyczna
Projekt dyplomowy	Inżynieria biomedyczna	Inżynieria Biomedyczna
Data Bases In Biology and Medicine	Inżynieria biomedyczna	Inżynieria Biomedyczna
Biopomiary	Inżynieria biomedyczna	Inżynieria Biomedyczna
Programowanie systemów kontrolno-pomiarowych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Wprowadzenie do diagnostyki medycznej z użyciem promieniowania jonizującego	Inżynieria biomedyczna	Inżynieria Biomedyczna
Nanocząstki i nanokompozyty w aplikacjach medycznych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Współczesna biologia	Inżynieria biomedyczna	Inżynieria Biomedyczna
Rozwiązywanie problemów badawczych z wykorzystaniem nowoczesnych/inteligentnych metod obliczeniowych	Inżynieria biomedyczna	Inżynieria Biomedyczna
Innowacyjne Aplikacje Mobilne w Chirurgii i Medycynie 4.0 - Od Modelu Biznesowego do Wprowadzenia na Rynek	Inżynieria biomedyczna	Inżynieria Biomedyczna
Wprowadzenie do filozofii	Inżynieria biomedyczna	Inżynieria Biomedyczna
Ochrona własności intelektualnej w inżynierii biomedycznej	Inżynieria biomedyczna	Inżynieria Biomedyczna
Podstawy negocjacji	Inżynieria biomedyczna	Inżynieria Biomedyczna
Analiza matematyczna 1	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Matematyka dyskretna	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Wprowadzenie do systemu UNIX	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Kompetencje interpersonalne	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Algebra	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Wstęp do informatyki	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Algorytmy i struktury danych	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Ochrona własności intelektualnej	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Fizyka 1	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Logika matematyczna	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Analiza matematyczna 2	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Programowanie imperatywne	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Podstawy baz danych	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Rachunek prawdopodobieństwa i statystyka	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Fizyka 2	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Równania różniczkowe i różnicowe	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Programowanie obiektowe	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Programowanie funkcyjne	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Algorytmy grafowe	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Algorytmy geometryczne	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Inżynieria wymagań i jakości	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Wprowadzenie do aplikacji internetowych	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
Transformacje i algorytmy grafowe	Informatyka techniczna i telekomunikacja	Informatyka (kierunek wspólny - WEAIiIB)
